index,stat,vyznamenani,jmeno,rok,rank,retez,skupina,inmemoriam,pohlavi,prezident,id
30,csfr,medaile-za-zasluhy,Miroslav Opravil ,1992.0,1.0,,,False,muz,Stráský,270
40,csfr,medaile-za-zasluhy,Miroslav Šimek,1992.0,2.0,,,False,muz,Stráský,271
83,csfr,medaile-za-zasluhy,Oldřich Klikorka,1992.0,2.0,,,False,muz,Stráský,272
37,csfr,medaile-za-zasluhy,Ondrej Urban,1992.0,2.0,,,False,muz,Stráský,273
107,csfr,medaile-za-zasluhy,Ondrej Šedivý,1992.0,3.0,,,False,muz,Stráský,274
103,csfr,medaile-za-zasluhy,Otakar Rýpal,1992.0,3.0,,,False,muz,Stráský,275
33,csfr,medaile-za-zasluhy,Otto Janoušek,1992.0,2.0,,,False,muz,Stráský,276
122,csfr,medaile-za-zasluhy,Pavel Rácz,1992.0,3.0,,,False,muz,Stráský,277
77,csfr,medaile-za-zasluhy,Pavel Ščevlík,1992.0,2.0,,,False,muz,Stráský,278
54,csfr,medaile-za-zasluhy,Peter Gajdoš,1992.0,2.0,,,False,muz,Stráský,279
142,csfr,medaile-za-zasluhy,Peter Kurek,1992.0,3.0,,,False,muz,Stráský,280
71,csfr,medaile-za-zasluhy,Petr Tichý,1992.0,2.0,,,False,muz,Stráský,281
27,csfr,medaile-za-zasluhy,Radovan Procházka,1992.0,1.0,,,False,muz,Stráský,282
131,csfr,medaile-za-zasluhy,Richard Hájek,1992.0,3.0,,,False,muz,Stráský,283
10,csfr,medaile-za-zasluhy,Robert Změlík,1992.0,1.0,,,False,muz,Stráský,284
6,csfr,medaile-za-zasluhy,Rudolf Hoffman,1992.0,1.0,,,False,muz,Stráský,285
93,csfr,medaile-za-zasluhy,Rudolf Patrný,1992.0,3.0,,,False,muz,Stráský,286
3,csfr,medaile-za-zasluhy,Rudolf Šilhán,1992.0,1.0,,,False,muz,Stráský,287
17,csfr,medaile-za-zasluhy,Silver Bystrický,1992.0,1.0,,,False,muz,Stráský,288
86,csfr,medaile-za-zasluhy,Stanislav Linhart,1992.0,2.0,,,False,muz,Stráský,289
155,csfr,medaile-za-zasluhy,Stanislav Vlk,1992.0,3.0,,,False,muz,Stráský,290
4,csfr,medaile-za-zasluhy,Tibor Hochsteiger,1992.0,1.0,,,False,muz,Stráský,291
91,csfr,medaile-za-zasluhy,Tomáš Hudák,1992.0,3.0,,,True,muz,Stráský,292
45,csfr,medaile-za-zasluhy,Vasil Chymčák,1992.0,2.0,,,False,muz,Stráský,293
79,csfr,medaile-za-zasluhy,Vavřinec Korčiš,1992.0,2.0,,,False,muz,Stráský,294
101,csfr,medaile-za-zasluhy,Viliam Budínský,1992.0,3.0,,,False,muz,Stráský,295
120,csfr,medaile-za-zasluhy,Viliam Kozár,1992.0,3.0,,,False,muz,Stráský,296
145,csfr,medaile-za-zasluhy,Vincent Feketevízi,1992.0,3.0,,,False,muz,Stráský,297
35,csfr,medaile-za-zasluhy,Vladimír Bachmayer,1992.0,2.0,,,False,muz,Stráský,298
0,csfr,medaile-za-zasluhy,Vladimír Karfík,1992.0,1.0,,,False,muz,Stráský,299
5,csfr,medaile-za-zasluhy,Vladimír Pidrman,1992.0,1.0,,,False,muz,Stráský,300
69,csfr,medaile-za-zasluhy,Vladimír Trněný,1992.0,2.0,,,False,muz,Stráský,301
58,csfr,medaile-za-zasluhy,Vladimír Zasadil,1992.0,2.0,,,False,muz,Stráský,302
39,csfr,medaile-za-zasluhy,Václav Chalupa,1992.0,2.0,,,False,muz,Stráský,303
82,csfr,medaile-za-zasluhy,Václav Fryš,1992.0,2.0,,,False,muz,Stráský,304
75,csfr,medaile-za-zasluhy,Václav Janoušek,1992.0,2.0,,,False,muz,Stráský,305
68,csfr,medaile-za-zasluhy,Václav Trávníček,1992.0,2.0,,,False,muz,Stráský,306
64,csfr,medaile-za-zasluhy,Václav Vašek,1992.0,2.0,,,False,muz,Stráský,307
1,csfr,medaile-za-zasluhy,Václav Čtyřroký,1992.0,1.0,,,False,muz,Stráský,308
161,csfr,medaile-za-zasluhy,Václav Řeřicha,1992.0,3.0,,,False,muz,Stráský,309
32,csfr,medaile-za-zasluhy,Zdeněk Fridrich,1992.0,1.0,,,False,muz,Stráský,310
67,csfr,medaile-za-zasluhy,Zdeněk Heinzl,1992.0,2.0,,,False,muz,Stráský,311
62,csfr,medaile-za-zasluhy,Zdeněk Huml,1992.0,2.0,,,False,muz,Stráský,312
49,csfr,medaile-za-zasluhy,Zdeněk Sklenář,1992.0,2.0,,,False,muz,Stráský,313
152,csfr,medaile-za-zasluhy,Zdeňka Táboříková,1992.0,3.0,,,False,zena,Stráský,314
127,csfr,medaile-za-zasluhy,Zoltán Pethő,1992.0,3.0,,,False,muz,Stráský,315
111,csfr,medaile-za-zasluhy,Zvonimír Korunka,1992.0,3.0,,,False,muz,Stráský,316
160,csfr,medaile-za-zasluhy,Čestmír Chaloupka,1992.0,3.0,,,False,muz,Stráský,317
137,csfr,medaile-za-zasluhy,Ľubomír Lováš,1992.0,3.0,,,False,muz,Stráský,318
106,csfr,medaile-za-zasluhy,Ľudovít Paulis,1992.0,3.0,,,False,muz,Stráský,319
5,csfr,rad-bileho-lva,H. G. Skilling,1992.0,3.0,False,,False,muz,Stráský,320
62,csfr,rad-m.-r.-stefanika,Alexander Rehák,1992.0,4.0,False,,False,muz,Stráský,321
6,csfr,rad-m.-r.-stefanika,Alfréd Bartoš,1992.0,3.0,False,,True,muz,Stráský,322
66,csfr,rad-m.-r.-stefanika,Alois Sítek,1992.0,4.0,False,,False,muz,Stráský,323
75,csfr,rad-m.-r.-stefanika,Alois Vašátko,1992.0,3.0,False,,True,muz,Stráský,324
21,csfr,rad-m.-r.-stefanika,Eva Havejová,1992.0,4.0,False,,False,zena,Stráský,325
9,csfr,rad-m.-r.-stefanika,František Bogataj,1992.0,3.0,False,,False,muz,Stráský,326
35,csfr,rad-m.-r.-stefanika,Jan Kubiš,1992.0,3.0,False,,True,muz,Stráský,327
43,csfr,rad-m.-r.-stefanika,Jiří Maňák,1992.0,3.0,False,,False,muz,Stráský,328
5,csfr,rad-m.-r.-stefanika,Josef Balabán,1992.0,2.0,False,,True,muz,Stráský,329
8,csfr,rad-m.-r.-stefanika,Josef Bílý,1992.0,2.0,False,,True,muz,Stráský,330
45,csfr,rad-m.-r.-stefanika,Josef V. Mašín,1992.0,2.0,False,,True,muz,Stráský,331
19,csfr,rad-m.-r.-stefanika,Jozef Gabčík,1992.0,3.0,False,,True,muz,Stráský,332
33,csfr,rad-m.-r.-stefanika,Jozef M. Kristín,1992.0,2.0,False,,True,muz,Stráský,333
3,csfr,rad-m.-r.-stefanika,Ján Ambruš,1992.0,3.0,False,,False,muz,Stráský,334
74,csfr,rad-m.-r.-stefanika,Ján Ušiak,1992.0,4.0,False,,True,muz,Stráský,335
50,csfr,rad-m.-r.-stefanika,Július Nosko,1992.0,2.0,False,,True,muz,Stráský,336
29,csfr,rad-m.-r.-stefanika,Karel Janoušek,1992.0,2.0,False,,True,muz,Stráský,337
37,csfr,rad-m.-r.-stefanika,Karel Kutlvašr,1992.0,2.0,False,,True,muz,Stráský,338
41,csfr,rad-m.-r.-stefanika,Karel Lukas,1992.0,3.0,False,,True,muz,Stráský,339
65,csfr,rad-m.-r.-stefanika,Karol Schwarz,1992.0,3.0,False,,False,muz,Stráský,340
17,csfr,rad-m.-r.-stefanika,Mikuláš Ferienčík,1992.0,2.0,False,,True,muz,Stráský,341
73,csfr,rad-m.-r.-stefanika,Miloš Uher,1992.0,4.0,False,,True,muz,Stráský,342
77,csfr,rad-m.-r.-stefanika,Miloš Vesel,1992.0,3.0,False,,True,muz,Stráský,343
78,csfr,rad-m.-r.-stefanika,Mirko Vesel,1992.0,2.0,False,,True,muz,Stráský,344
26,csfr,rad-m.-r.-stefanika,Otakar Husák,1992.0,2.0,False,,True,muz,Stráský,345
36,csfr,rad-m.-r.-stefanika,Otmar Kučera,1992.0,3.0,False,,False,muz,Stráský,346
68,csfr,rad-m.-r.-stefanika,Oto Smik,1992.0,3.0,False,,True,muz,Stráský,347
22,csfr,rad-m.-r.-stefanika,Rudolf Hásek,1992.0,3.0,False,,False,muz,Stráský,348
51,csfr,rad-m.-r.-stefanika,Teodor Obuch,1992.0,4.0,False,,False,muz,Stráský,349
38,csfr,rad-m.-r.-stefanika,Vladislav Kužel-Znievčan,1992.0,3.0,False,,False,muz,Stráský,350
13,csfr,rad-m.-r.-stefanika,Vojtech Danielovič,1992.0,2.0,False,,True,muz,Stráský,351
42,csfr,rad-m.-r.-stefanika,Vojtěch B. Luža,1992.0,2.0,False,,True,muz,Stráský,352
7,csfr,rad-m.-r.-stefanika,Václav Beran,1992.0,4.0,False,,False,muz,Stráský,353
47,csfr,rad-m.-r.-stefanika,Václav Morávek,1992.0,2.0,False,,True,muz,Stráský,354
111,csfr,rad-t.-g.-masaryka,Albert Pražák,1992.0,2.0,False,,True,muz,Stráský,355
31,csfr,rad-t.-g.-masaryka,Alfred Fuchs,1992.0,1.0,False,,True,muz,Stráský,356
33,csfr,rad-t.-g.-masaryka,Anna Gašparíková - Horáková,1992.0,4.0,False,,True,zena,Stráský,357
143,csfr,rad-t.-g.-masaryka,Anton Štefánek,1992.0,2.0,False,,True,muz,Stráský,358
83,csfr,rad-t.-g.-masaryka,Antonín Mandl,1992.0,3.0,False,,True,muz,Stráský,359
107,csfr,rad-t.-g.-masaryka,Antonín Pešl,1992.0,2.0,False,,True,muz,Stráský,360
114,csfr,rad-t.-g.-masaryka,Bohumil Přikryl,1992.0,4.0,False,,True,muz,Stráský,361
119,csfr,rad-t.-g.-masaryka,Bohuslav Reynek,1992.0,4.0,False,,True,muz,Stráský,362
74,csfr,rad-t.-g.-masaryka,Božena Kuklová - Štúrová,1992.0,3.0,False,,True,zena,Stráský,363
117,csfr,rad-t.-g.-masaryka,Emanuel Rádl,1992.0,2.0,False,,True,muz,Stráský,364
126,csfr,rad-t.-g.-masaryka,Evald Schorm,1992.0,4.0,False,,True,muz,Stráský,365
49,csfr,rad-t.-g.-masaryka,Fedor Houdek,1992.0,2.0,False,,True,muz,Stráský,366
20,csfr,rad-t.-g.-masaryka,František Dvorník,1992.0,3.0,False,,True,muz,Stráský,367
64,csfr,rad-t.-g.-masaryka,František Kovárna,1992.0,3.0,False,,True,muz,Stráský,368
68,csfr,rad-t.-g.-masaryka,František Kriegl,1992.0,3.0,False,,True,muz,Stráský,369
90,csfr,rad-t.-g.-masaryka,František Němec,1992.0,3.0,False,,True,muz,Stráský,370
109,csfr,rad-t.-g.-masaryka,Františka Plamínková,1992.0,3.0,False,,True,zena,Stráský,371
165,csfr,rad-t.-g.-masaryka,Františka Zemínová,1992.0,3.0,False,,True,zena,Stráský,372
168,csfr,rad-t.-g.-masaryka,Grigorij Žatkovič,1992.0,4.0,False,,True,muz,Stráský,373
65,csfr,rad-t.-g.-masaryka,Helena Koželuhová,1992.0,4.0,False,,True,zena,Stráský,374
17,csfr,rad-t.-g.-masaryka,Ivan Dérer,1992.0,1.0,False,,True,muz,Stráský,375
84,csfr,rad-t.-g.-masaryka,Ivan Markovič,1992.0,1.0,False,,True,muz,Stráský,376
128,csfr,rad-t.-g.-masaryka,Jan Slavík,1992.0,4.0,False,,True,muz,Stráský,377
152,csfr,rad-t.-g.-masaryka,Jan Uher,1992.0,2.0,False,,True,muz,Stráský,378
140,csfr,rad-t.-g.-masaryka,Jaroslav Šimsa,1992.0,1.0,False,,True,muz,Stráský,379
27,csfr,rad-t.-g.-masaryka,Josef Ludvík Fischer,1992.0,4.0,False,,True,muz,Stráský,380
99,csfr,rad-t.-g.-masaryka,Josef Palivec,1992.0,3.0,False,,True,muz,Stráský,381
103,csfr,rad-t.-g.-masaryka,Josef Patejdl,1992.0,3.0,False,,True,muz,Stráský,382
121,csfr,rad-t.-g.-masaryka,Josef Rotnágl,1992.0,4.0,False,,True,muz,Stráský,383
144,csfr,rad-t.-g.-masaryka,Josef Štemberka,1992.0,1.0,False,,True,muz,Stráský,384
35,csfr,rad-t.-g.-masaryka,Jozef Gregor - Tajovský,1992.0,1.0,False,,True,muz,Stráský,385
94,csfr,rad-t.-g.-masaryka,Jozef Országh,1992.0,2.0,False,,True,muz,Stráský,386
26,csfr,rad-t.-g.-masaryka,Julius Firt,1992.0,3.0,False,,True,muz,Stráský,387
129,csfr,rad-t.-g.-masaryka,Juraj Slávik,1992.0,2.0,False,,True,muz,Stráský,388
3,csfr,rad-t.-g.-masaryka,Ján Bečko,1992.0,3.0,False,,True,muz,Stráský,389
11,csfr,rad-t.-g.-masaryka,Ján Bulík,1992.0,3.0,False,,True,muz,Stráský,390
79,csfr,rad-t.-g.-masaryka,Ján Lichner,1992.0,3.0,False,,True,muz,Stráský,391
154,csfr,rad-t.-g.-masaryka,Ján Ursíny,1992.0,2.0,False,,True,muz,Stráský,392
69,csfr,rad-t.-g.-masaryka,Kamil Krofta,1992.0,1.0,False,,True,muz,Stráský,393
73,csfr,rad-t.-g.-masaryka,Karel Kučera,1992.0,4.0,False,,True,muz,Stráský,394
132,csfr,rad-t.-g.-masaryka,Karel Steinbach,1992.0,4.0,False,,True,muz,Stráský,395
157,csfr,rad-t.-g.-masaryka,Květoslava Viestová,1992.0,3.0,False,,True,zena,Stráský,396
115,csfr,rad-t.-g.-masaryka,Ladislav Radimský,1992.0,4.0,False,,True,muz,Stráský,397
134,csfr,rad-t.-g.-masaryka,Lev Sychrava,1992.0,1.0,False,,True,muz,Stráský,398
12,csfr,rad-t.-g.-masaryka,Ludwig Czech,1992.0,4.0,False,,True,muz,Stráský,399
113,csfr,rad-t.-g.-masaryka,Marie Provazníková,1992.0,3.0,False,,True,zena,Stráský,400
136,csfr,rad-t.-g.-masaryka,Přemysl Šámal,1992.0,1.0,False,,True,muz,Stráský,401
155,csfr,rad-t.-g.-masaryka,Růžena Vacková,1992.0,2.0,False,,True,zena,Stráský,402
95,csfr,rad-t.-g.-masaryka,Samuel Štefan Osuský,1992.0,2.0,False,,True,muz,Stráský,403
9,csfr,rad-t.-g.-masaryka,Stanislav Broj,1992.0,4.0,False,,True,muz,Stráský,404
36,csfr,rad-t.-g.-masaryka,Vladimír Grégr,1992.0,3.0,False,,True,muz,Stráský,405
16,csfr,rad-t.-g.-masaryka,Vladimír Pavol Čobrda,1992.0,2.0,False,,True,muz,Stráský,406
156,csfr,rad-t.-g.-masaryka,Vladislav Vančura,1992.0,1.0,False,,True,muz,Stráský,407
59,csfr,rad-t.-g.-masaryka,Vlasta Kálalová - Di Lotti,1992.0,3.0,False,,True,zena,Stráský,408
5,csfr,rad-t.-g.-masaryka,Vojta Beneš,1992.0,2.0,False,,True,muz,Stráský,409
112,csfr,rad-t.-g.-masaryka,Vojtěch Preissig,1992.0,2.0,False,,True,muz,Stráský,410
81,csfr,rad-t.-g.-masaryka,Václav Majer,1992.0,2.0,False,,True,muz,Stráský,411
98,csfr,rad-t.-g.-masaryka,Václav Paleček,1992.0,4.0,False,,True,muz,Stráský,412
147,csfr,rad-t.-g.-masaryka,Václav Talich,1992.0,3.0,False,,True,muz,Stráský,413
7,csfr,rad-t.-g.-masaryka,Zdeněk Bořek - Dohalský,1992.0,2.0,False,,True,muz,Stráský,414
91,csfr,rad-t.-g.-masaryka,Zdeněk Němeček,1992.0,4.0,False,,True,muz,Stráský,415
96,csfr,rad-t.-g.-masaryka,Štefan Osuský,1992.0,1.0,False,,True,muz,Stráský,416
151,csfr,rad-t.-g.-masaryka,Štěpán Trochta,1992.0,3.0,False,,True,muz,Stráský,417
32,csfr,rad-t.-g.-masaryka,Želmíra Gašparíková,1992.0,4.0,False,,True,zena,Stráský,418
134,cr,medaile-za-hrdinstvi,Luděk Zeman,1995.0,,False,,True,muz,Havel,419
78,cr,medaile-za-hrdinstvi,Petr Pavel,1995.0,,False,,False,muz,Havel,420
122,cr,medaile-za-hrdinstvi,Petr Valeš,1995.0,,False,,True,muz,Havel,421
124,cr,medaile-za-zasluhy,Antonín Hampl,1995.0,1.0,False,,True,muz,Havel,422
92,cr,medaile-za-zasluhy,Bettina Fehrová,1995.0,2.0,False,,False,zena,Havel,423
459,cr,medaile-za-zasluhy,Ferdinand Seibt,1995.0,1.0,False,,False,muz,Havel,424
122,cr,medaile-za-zasluhy,František Hála,1995.0,1.0,False,,True,muz,Havel,425
165,cr,medaile-za-zasluhy,Herman Huber,1995.0,1.0,False,,False,muz,Havel,426
117,cr,medaile-za-zasluhy,Jan Grossman,1995.0,1.0,False,,True,muz,Havel,427
343,cr,medaile-za-zasluhy,Jan V. Mládek,1995.0,1.0,False,,True,muz,Havel,428
612,cr,medaile-za-zasluhy,Jan Werich,1995.0,2.0,False,,True,muz,Havel,429
194,cr,medaile-za-zasluhy,Jaroslav Ježek,1995.0,2.0,False,,True,muz,Havel,430
499,cr,medaile-za-zasluhy,Jiří Suchý,1995.0,2.0,False,,False,muz,Havel,431
599,cr,medaile-za-zasluhy,Jiří Voskovec,1995.0,2.0,False,,True,muz,Havel,432
201,cr,medaile-za-zasluhy,Josef Josten,1995.0,1.0,False,,True,muz,Havel,433
198,cr,medaile-za-zasluhy,Josef Jílek,1995.0,1.0,False,,True,muz,Havel,434
391,cr,medaile-za-zasluhy,Josef Pejskar,1995.0,1.0,False,,False,muz,Havel,435
608,cr,medaile-za-zasluhy,Karel A. Waldstein,1995.0,2.0,False,,False,muz,Havel,436
168,cr,medaile-za-zasluhy,Karel Husa,1995.0,1.0,False,,False,muz,Havel,437
265,cr,medaile-za-zasluhy,Karel Kryl,1995.0,2.0,False,,True,muz,Havel,438
202,cr,medaile-za-zasluhy,Klaus Juncker,1995.0,2.0,False,,False,muz,Havel,439
630,cr,medaile-za-zasluhy,Lubor J. Zink,1995.0,1.0,False,,False,muz,Havel,440
336,cr,medaile-za-zasluhy,Marie Ch. Metternichová,1995.0,2.0,False,,False,zena,Havel,441
269,cr,medaile-za-zasluhy,Marta Kubišová,1995.0,2.0,False,,False,zena,Havel,442
274,cr,medaile-za-zasluhy,Milan Kundera,1995.0,1.0,False,,False,muz,Havel,443
105,cr,medaile-za-zasluhy,Miloš Forman,1995.0,1.0,False,,False,muz,Havel,444
184,cr,medaile-za-zasluhy,Volfgang Jankovec,1995.0,1.0,False,,True,muz,Havel,445
57,cr,medaile-za-zasluhy,Věra Čáslavská,1995.0,2.0,False,,False,zena,Havel,446
57,cr,rad-bileho-lva,Antonín Hasal,1995.0,2.0,False,vojenská,True,muz,Havel,447
88,cr,rad-bileho-lva,Felix Peřka,1995.0,3.0,False,vojenská,False,muz,Havel,448
38,cr,rad-bileho-lva,Jan Bret,1995.0,3.0,False,vojenská,False,muz,Havel,449
8,cr,rad-bileho-lva,Juan Carlos I.,1995.0,1.0,True,občanská,False,muz,Havel,450
66,cr,rad-bileho-lva,Miroslav Kácha,1995.0,3.0,False,vojenská,False,muz,Havel,451
102,cr,rad-bileho-lva,Oldřich Skácel,1995.0,3.0,False,vojenská,False,muz,Havel,452
115,cr,rad-bileho-lva,Veleslav Wahl,1995.0,2.0,False,občanská,True,muz,Havel,453
54,cr,rad-bileho-lva,Vladimír Garncarz,1995.0,3.0,False,vojenská,False,muz,Havel,454
181,cr,rad-t.-g.-masaryka,Antonín A. Weber,1995.0,2.0,False,nan,True,muz,Havel,455
10,cr,rad-t.-g.-masaryka,Braine z Wheatley,1995.0,2.0,False,nan,False,muz,Havel,456
170,cr,rad-t.-g.-masaryka,Charles A. Vanik,1995.0,1.0,False,nan,False,muz,Havel,457
97,cr,rad-t.-g.-masaryka,František Langer,1995.0,2.0,False,nan,True,muz,Havel,458
38,cr,rad-t.-g.-masaryka,Josef Fischer,1995.0,3.0,False,nan,True,muz,Havel,459
59,cr,rad-t.-g.-masaryka,Karel Hrubý,1995.0,2.0,False,nan,False,muz,Havel,460
121,cr,rad-t.-g.-masaryka,Karel Otčenášek,1995.0,1.0,False,nan,False,muz,Havel,461
130,cr,rad-t.-g.-masaryka,Karel Poláček,1995.0,2.0,False,nan,True,muz,Havel,462
19,cr,rad-t.-g.-masaryka,Karel Čapek,1995.0,1.0,False,nan,True,muz,Havel,463
34,cr,rad-t.-g.-masaryka,Ladislav Feierabend,1995.0,1.0,False,nan,True,muz,Havel,464
53,cr,rad-t.-g.-masaryka,Ladislav Hejdánek,1995.0,3.0,False,nan,False,muz,Havel,465
134,cr,rad-t.-g.-masaryka,Ladislav Rašín,1995.0,1.0,False,nan,True,muz,Havel,466
131,cr,rad-t.-g.-masaryka,Mojmír Povolný,1995.0,2.0,False,nan,False,muz,Havel,467
165,cr,rad-t.-g.-masaryka,Pavel Tigrid,1995.0,1.0,False,nan,False,muz,Havel,468
182,cr,rad-t.-g.-masaryka,René Wellek,1995.0,1.0,False,nan,False,muz,Havel,469
12,cr,rad-t.-g.-masaryka,Vilém Brzorád,1995.0,3.0,False,nan,True,muz,Havel,470
142,cr,rad-t.-g.-masaryka,Wolfgang Scheur,1995.0,2.0,False,nan,False,muz,Havel,471
139,cr,rad-t.-g.-masaryka,Zdeněk Rotrekl,1995.0,3.0,False,nan,False,muz,Havel,472
92,cr,medaile-za-hrdinstvi,Adolf Řepa,1996.0,,False,,False,muz,Havel,473
8,cr,medaile-za-hrdinstvi,Bohumil Borecký,1996.0,,False,,False,muz,Havel,474
35,cr,medaile-za-hrdinstvi,Filip Kazík,1996.0,,False,,False,muz,Havel,475
20,cr,medaile-za-hrdinstvi,František Gšventner,1996.0,,False,,False,muz,Havel,476
14,cr,medaile-za-hrdinstvi,Jan Doležal,1996.0,,False,,False,muz,Havel,477
72,cr,medaile-za-hrdinstvi,Jan Novák,1996.0,,False,,False,muz,Havel,478
69,cr,medaile-za-hrdinstvi,Jaroslav Muzika,1996.0,,False,,False,muz,Havel,479
133,cr,medaile-za-hrdinstvi,Jaroslav Zelinka,1996.0,,False,,False,muz,Havel,480
22,cr,medaile-za-hrdinstvi,Jiří Hartman,1996.0,,False,,False,muz,Havel,481
103,cr,medaile-za-hrdinstvi,Jiří Suda,1996.0,,False,,False,muz,Havel,482
29,cr,medaile-za-hrdinstvi,Josef Chudoba,1996.0,,False,,False,muz,Havel,483
30,cr,medaile-za-hrdinstvi,Josef Chundela,1996.0,,False,,False,muz,Havel,484
41,cr,medaile-za-hrdinstvi,Josef Koukal,1996.0,,False,,False,muz,Havel,485
76,cr,medaile-za-hrdinstvi,Josef Palička,1996.0,,False,,False,muz,Havel,486
130,cr,medaile-za-hrdinstvi,Josef Vychodil,1996.0,,False,,False,muz,Havel,487
68,cr,medaile-za-hrdinstvi,Jozef Muránsky,1996.0,,False,,False,muz,Havel,488
12,cr,medaile-za-hrdinstvi,Michal Dluhy,1996.0,,False,,False,muz,Havel,489
58,cr,medaile-za-hrdinstvi,Miroslav Liškutín,1996.0,,False,,False,muz,Havel,490
137,cr,medaile-za-hrdinstvi,Oldřich Židlík,1996.0,,False,,False,muz,Havel,491
44,cr,medaile-za-hrdinstvi,Petr Kozánek,1996.0,,False,,True,muz,Havel,492
50,cr,medaile-za-hrdinstvi,Petr Křivka,1996.0,,False,,True,muz,Havel,493
10,cr,medaile-za-hrdinstvi,Roman Čelanský,1996.0,,False,,False,muz,Havel,494
26,cr,medaile-za-hrdinstvi,Rudolf Husa,1996.0,,False,,False,muz,Havel,495
15,cr,medaile-za-hrdinstvi,Vojtěch Eichler,1996.0,,False,,False,muz,Havel,496
48,cr,medaile-za-hrdinstvi,Václav Kratochvíl,1996.0,,False,,False,muz,Havel,497
13,cr,medaile-za-hrdinstvi,Štěpán Dohodil,1996.0,,False,,False,muz,Havel,498
160,cr,medaile-za-zasluhy,Bohumil Hrabal,1996.0,1.0,False,,False,muz,Havel,499
193,cr,medaile-za-zasluhy,Běla Gran Jensenová von Styber,1996.0,2.0,False,,False,zena,Havel,500
314,cr,medaile-za-zasluhy,Charles Mackerras,1996.0,1.0,False,,False,muz,Havel,501
7,cr,medaile-za-zasluhy,Francis J. Auton,1996.0,1.0,False,,False,muz,Havel,502
552,cr,medaile-za-zasluhy,František Tichý,1996.0,1.0,False,,True,muz,Havel,503
420,cr,medaile-za-zasluhy,Hana Ponická,1996.0,1.0,False,,False,zena,Havel,504
372,cr,medaile-za-zasluhy,Jan Novák II.,1996.0,1.0,False,,True,muz,Havel,505
335,cr,medaile-za-zasluhy,Jiří Menzel,1996.0,1.0,False,,False,muz,Havel,506
246,cr,medaile-za-zasluhy,Josef Koutecký,1996.0,2.0,False,,False,muz,Havel,507
457,cr,medaile-za-zasluhy,Josef Sedláček,1996.0,3.0,False,,False,muz,Havel,508
332,cr,medaile-za-zasluhy,Mikuláš Medek,1996.0,1.0,False,,False,muz,Havel,509
350,cr,medaile-za-zasluhy,Milan Mučka,1996.0,3.0,False,,False,muz,Havel,510
358,cr,medaile-za-zasluhy,Milan Nechvátal,1996.0,3.0,False,,False,muz,Havel,511
632,cr,medaile-za-zasluhy,Olbram Zoubek,1996.0,1.0,False,,False,muz,Havel,512
481,cr,medaile-za-zasluhy,Vladimír Soukup,1996.0,1.0,False,,False,muz,Havel,513
329,cr,medaile-za-zasluhy,Zdeněk Matějček,1996.0,2.0,False,,False,muz,Havel,514
49,cr,rad-bileho-lva,Alois Eliáš,1996.0,1.0,False,vojenská,True,muz,Havel,515
3,cr,rad-bileho-lva,Alžběta II.,1996.0,1.0,True,občanská,False,zena,Havel,516
32,cr,rad-bileho-lva,Ezer Weizman,1996.0,1.0,True,občanská,False,muz,Havel,517
53,cr,rad-bileho-lva,J.E. Bernardin kardinál Gantin,1996.0,2.0,False,občanská,False,muz,Havel,518
81,cr,rad-bileho-lva,Vladimír Nedvěd,1996.0,3.0,False,vojenská,False,muz,Havel,519
122,cr,rad-t.-g.-masaryka,Anton Otte,1996.0,3.0,False,nan,False,muz,Havel,520
62,cr,rad-t.-g.-masaryka,Antonín Hřebík,1996.0,2.0,False,nan,True,muz,Havel,521
136,cr,rad-t.-g.-masaryka,Antonín Remeš,1996.0,4.0,False,nan,True,muz,Havel,522
58,cr,rad-t.-g.-masaryka,Blahoslav Hrubý,1996.0,2.0,False,nan,True,muz,Havel,523
164,cr,rad-t.-g.-masaryka,Bohumil Vít Tajovský,1996.0,3.0,False,nan,False,muz,Havel,524
125,cr,rad-t.-g.-masaryka,Dominik Pecka,1996.0,2.0,False,nan,True,muz,Havel,525
32,cr,rad-t.-g.-masaryka,Eugéne V. Faucher,1996.0,3.0,False,nan,False,muz,Havel,526
20,cr,rad-t.-g.-masaryka,Jakub Čermín,1996.0,3.0,False,nan,False,muz,Havel,527
120,cr,rad-t.-g.-masaryka,Jan Opletal,1996.0,1.0,False,nan,True,muz,Havel,528
16,cr,rad-t.-g.-masaryka,Jiří G. Corn,1996.0,4.0,False,nan,True,muz,Havel,529
92,cr,rad-t.-g.-masaryka,Juscelino Kubitschek de Oliveira,1996.0,1.0,False,nan,True,muz,Havel,530
169,cr,rad-t.-g.-masaryka,Ludvík Vaculík,1996.0,3.0,False,nan,False,muz,Havel,531
152,cr,rad-t.-g.-masaryka,Max van der Stoel,1996.0,2.0,False,nan,False,muz,Havel,532
72,cr,rad-t.-g.-masaryka,Milena Jesenská,1996.0,2.0,False,nan,True,zena,Havel,533
108,cr,rad-t.-g.-masaryka,Radomír Luža,1996.0,3.0,False,nan,False,muz,Havel,534
80,cr,rad-t.-g.-masaryka,Rudolf Kirchschläger,1996.0,1.0,False,nan,False,muz,Havel,535
83,cr,rad-t.-g.-masaryka,Slavomír Klaban,1996.0,3.0,False,nan,False,muz,Havel,536
39,cr,rad-t.-g.-masaryka,Viktor Fischl,1996.0,3.0,False,nan,False,muz,Havel,537
75,cr,medaile-za-hrdinstvi,Alois Olšan,1997.0,,False,,False,muz,Havel,538
