index,stat,vyznamenani,jmeno,rok,rank,retez,skupina,inmemoriam,pohlavi,prezident,id
29,csfr,rad-t.-g.-masaryka,Rudolf Fraštacký,1991.0,2.0,False,,True,muz,Havel,142
4,csfr,rad-t.-g.-masaryka,Samuel Belluš,1991.0,3.0,False,,False,muz,Havel,143
145,csfr,rad-t.-g.-masaryka,Svätopluk Štúr,1991.0,1.0,False,,True,muz,Havel,144
2,csfr,rad-t.-g.-masaryka,Tomáš Baťa,1991.0,2.0,False,,False,muz,Havel,145
142,csfr,rad-t.-g.-masaryka,Vavro J. Šrobár,1991.0,2.0,False,,True,muz,Havel,146
28,csfr,rad-t.-g.-masaryka,Viktor Fischl,1991.0,3.0,False,,False,muz,Havel,147
41,csfr,rad-t.-g.-masaryka,Vincent Hložník,1991.0,3.0,False,,False,muz,Havel,148
44,csfr,rad-t.-g.-masaryka,Vladimír Holan,1991.0,3.0,False,,True,muz,Havel,149
40,csfr,rad-t.-g.-masaryka,Václav Hlavatý,1991.0,3.0,False,,True,muz,Havel,150
89,csfr,rad-t.-g.-masaryka,Václav Neumann,1991.0,3.0,False,,False,muz,Havel,151
15,csfr,rad-t.-g.-masaryka,Václav Černý,1991.0,1.0,False,,True,muz,Havel,152
58,csfr,rad-t.-g.-masaryka,Zdeněk Kalista,1991.0,1.0,False,,True,muz,Havel,153
153,csfr,rad-t.-g.-masaryka,Zdeněk Urbánek,1991.0,3.0,False,,False,muz,Havel,154
57,csfr,rad-t.-g.-masaryka,Záviš Kalandra,1991.0,1.0,False,,True,muz,Havel,155
53,csfr,rad-t.-g.-masaryka,Štefan Janšák,1991.0,3.0,False,,True,muz,Havel,156
1,csfr,medaile-za-hrdinstvi,Luboš Koudelka,1992.0,,False,,False,muz,Stráský,157
128,csfr,medaile-za-zasluhy,ALexander Badin,1992.0,3.0,,,False,muz,Stráský,158
121,csfr,medaile-za-zasluhy,Anna Klímová,1992.0,3.0,,,False,zena,Stráský,159
47,csfr,medaile-za-zasluhy,Antonín Fugl,1992.0,2.0,,,False,muz,Stráský,160
156,csfr,medaile-za-zasluhy,Antonín Kolář,1992.0,3.0,,,False,muz,Stráský,161
135,csfr,medaile-za-zasluhy,Bohumil Michl,1992.0,3.0,,,False,muz,Stráský,162
143,csfr,medaile-za-zasluhy,Bořivoj Hlad,1992.0,3.0,,,False,muz,Stráský,163
43,csfr,medaile-za-zasluhy,Brunát Jan,1992.0,2.0,,,False,muz,Stráský,164
129,csfr,medaile-za-zasluhy,Dušan Hollý,1992.0,3.0,,,False,muz,Stráský,165
15,csfr,medaile-za-zasluhy,Dušan Hruška,1992.0,1.0,,,False,muz,Stráský,166
61,csfr,medaile-za-zasluhy,Dušan Neštrák,1992.0,2.0,,,False,muz,Stráský,167
84,csfr,medaile-za-zasluhy,Eduard Přibyl,1992.0,2.0,,,False,muz,Stráský,168
29,csfr,medaile-za-zasluhy,František Filouš,1992.0,1.0,,,False,muz,Stráský,169
116,csfr,medaile-za-zasluhy,František Hrabal,1992.0,3.0,,,False,muz,Stráský,170
11,csfr,medaile-za-zasluhy,František Jedlánek,1992.0,1.0,,,False,muz,Stráský,171
130,csfr,medaile-za-zasluhy,František Laibl,1992.0,3.0,,,False,muz,Stráský,172
100,csfr,medaile-za-zasluhy,František Miklík,1992.0,3.0,,,False,muz,Stráský,173
59,csfr,medaile-za-zasluhy,František Nová,1992.0,2.0,,,False,muz,Stráský,174
53,csfr,medaile-za-zasluhy,František Pavur,1992.0,2.0,,,False,muz,Stráský,175
104,csfr,medaile-za-zasluhy,František Polan,1992.0,3.0,,,False,muz,Stráský,176
157,csfr,medaile-za-zasluhy,František Slavíček,1992.0,3.0,,,False,muz,Stráský,177
150,csfr,medaile-za-zasluhy,František Stejskal,1992.0,3.0,,,False,muz,Stráský,178
7,csfr,medaile-za-zasluhy,Gustav Šafr,1992.0,1.0,,,False,muz,Stráský,179
125,csfr,medaile-za-zasluhy,Ivan Borovský,1992.0,3.0,,,False,muz,Stráský,180
72,csfr,medaile-za-zasluhy,Ivan Chvojka,1992.0,2.0,,,False,muz,Stráský,181
34,csfr,medaile-za-zasluhy,Ivan Farský,1992.0,2.0,,,False,muz,Stráský,182
55,csfr,medaile-za-zasluhy,Ivan Poperník,1992.0,2.0,,,False,muz,Stráský,183
66,csfr,medaile-za-zasluhy,Ivo Fusek,1992.0,2.0,,,False,muz,Stráský,184
38,csfr,medaile-za-zasluhy,Jan Fixel,1992.0,2.0,,,False,muz,Stráský,185
57,csfr,medaile-za-zasluhy,Jan Kladiva,1992.0,2.0,,,False,muz,Stráský,186
102,csfr,medaile-za-zasluhy,Jan Kokeš,1992.0,3.0,,,False,muz,Stráský,187
26,csfr,medaile-za-zasluhy,Jan Kozlík,1992.0,1.0,,,False,muz,Stráský,188
73,csfr,medaile-za-zasluhy,Jan Nožina,1992.0,2.0,,,False,muz,Stráský,189
9,csfr,medaile-za-zasluhy,Jan Želený,1992.0,1.0,,,False,muz,Stráský,190
112,csfr,medaile-za-zasluhy,Jaroslav Auersvald,1992.0,3.0,,,False,muz,Stráský,191
159,csfr,medaile-za-zasluhy,Jaroslav Bartoň,1992.0,3.0,,,False,muz,Stráský,192
24,csfr,medaile-za-zasluhy,Jaroslav Bursík,1992.0,1.0,,,False,muz,Stráský,193
41,csfr,medaile-za-zasluhy,Jaroslav Frýbert,1992.0,2.0,,,False,muz,Stráský,194
115,csfr,medaile-za-zasluhy,Jaroslav Jahoda,1992.0,3.0,,,False,muz,Stráský,195
95,csfr,medaile-za-zasluhy,Jaroslav Janda,1992.0,3.0,,,False,muz,Stráský,196
13,csfr,medaile-za-zasluhy,Jaroslav Jurka,1992.0,1.0,,,False,muz,Stráský,197
56,csfr,medaile-za-zasluhy,Jaroslav Krištof,1992.0,2.0,,,False,muz,Stráský,198
118,csfr,medaile-za-zasluhy,Jaroslav Martinčík,1992.0,3.0,,,False,muz,Stráský,199
85,csfr,medaile-za-zasluhy,Jaroslav Mayer,1992.0,2.0,,,False,muz,Stráský,200
87,csfr,medaile-za-zasluhy,Jaroslav Tomek,1992.0,2.0,,,False,muz,Stráský,201
140,csfr,medaile-za-zasluhy,Jaroslav Šitera,1992.0,3.0,,,False,muz,Stráský,202
147,csfr,medaile-za-zasluhy,Jindřich Frajer,1992.0,3.0,,,False,muz,Stráský,203
108,csfr,medaile-za-zasluhy,Jindřich Soukup,1992.0,3.0,,,False,muz,Stráský,204
109,csfr,medaile-za-zasluhy,Jiří Drápal,1992.0,3.0,,,False,muz,Stráský,205
154,csfr,medaile-za-zasluhy,Jiří Hladil,1992.0,3.0,,,False,muz,Stráský,206
113,csfr,medaile-za-zasluhy,Jiří Hluchý,1992.0,3.0,,,False,muz,Stráský,207
63,csfr,medaile-za-zasluhy,Jiří Holeček,1992.0,2.0,,,False,muz,Stráský,208
18,csfr,medaile-za-zasluhy,Jiří Hron,1992.0,1.0,,,False,muz,Stráský,209
136,csfr,medaile-za-zasluhy,Jiří Lhotský,1992.0,3.0,,,False,muz,Stráský,210
46,csfr,medaile-za-zasluhy,Jiří Mazel,1992.0,2.0,,,False,muz,Stráský,211
20,csfr,medaile-za-zasluhy,Jiří Nekvasil,1992.0,1.0,,,False,muz,Stráský,212
105,csfr,medaile-za-zasluhy,Jiří Novotník,1992.0,3.0,,,False,muz,Stráský,213
23,csfr,medaile-za-zasluhy,Jiří Procházka,1992.0,1.0,,,False,muz,Stráský,214
78,csfr,medaile-za-zasluhy,Jiří Vacek,1992.0,2.0,,,False,muz,Stráský,215
80,csfr,medaile-za-zasluhy,Jiří Veličko,1992.0,2.0,,,False,muz,Stráský,216
51,csfr,medaile-za-zasluhy,Jiří Šedivý,1992.0,2.0,,,False,muz,Stráský,217
44,csfr,medaile-za-zasluhy,Josef Diamant,1992.0,2.0,,,False,muz,Stráský,218
50,csfr,medaile-za-zasluhy,Josef Doboš,1992.0,2.0,,,False,muz,Stráský,219
148,csfr,medaile-za-zasluhy,Josef Fabián,1992.0,3.0,,,False,muz,Stráský,220
117,csfr,medaile-za-zasluhy,Josef Sedláček,1992.0,3.0,,,False,muz,Stráský,221
139,csfr,medaile-za-zasluhy,Josef Suk,1992.0,3.0,,,False,muz,Stráský,222
22,csfr,medaile-za-zasluhy,Josef Váňa,1992.0,1.0,,,False,muz,Stráský,223
138,csfr,medaile-za-zasluhy,Josef Černák,1992.0,3.0,,,False,muz,Stráský,224
132,csfr,medaile-za-zasluhy,Josef Štětka,1992.0,3.0,,,False,muz,Stráský,225
28,csfr,medaile-za-zasluhy,Juraj Kukura,1992.0,1.0,,,False,muz,Stráský,226
119,csfr,medaile-za-zasluhy,Ján Benč,1992.0,3.0,,,False,muz,Stráský,227
42,csfr,medaile-za-zasluhy,Ján Bogdan,1992.0,2.0,,,True,muz,Stráský,228
97,csfr,medaile-za-zasluhy,Ján Lietava,1992.0,3.0,,,False,muz,Stráský,229
19,csfr,medaile-za-zasluhy,Ján Valo,1992.0,1.0,,,False,muz,Stráský,230
21,csfr,medaile-za-zasluhy,Ján Ďurove,1992.0,1.0,,,False,muz,Stráský,231
16,csfr,medaile-za-zasluhy,Július Fabian,1992.0,1.0,,,False,muz,Stráský,232
89,csfr,medaile-za-zasluhy,Karel Novák,1992.0,2.0,,,False,muz,Stráský,233
2,csfr,medaile-za-zasluhy,Karel Pezl,1992.0,1.0,,,False,muz,Stráský,234
76,csfr,medaile-za-zasluhy,Karel Štein,1992.0,2.0,,,False,muz,Stráský,235
88,csfr,medaile-za-zasluhy,Kristýna Coufalová,1992.0,2.0,,,False,zena,Stráský,236
153,csfr,medaile-za-zasluhy,Ladislav Dinga,1992.0,3.0,,,False,muz,Stráský,237
114,csfr,medaile-za-zasluhy,Ladislav Hlom,1992.0,3.0,,,False,muz,Stráský,238
96,csfr,medaile-za-zasluhy,Ladislav Klíma,1992.0,3.0,,,False,muz,Stráský,239
98,csfr,medaile-za-zasluhy,Ladislav Trnka,1992.0,3.0,,,False,muz,Stráský,240
151,csfr,medaile-za-zasluhy,Ladislav Vyroubal,1992.0,3.0,,,False,muz,Stráský,241
90,csfr,medaile-za-zasluhy,Ladislav Zabo,1992.0,2.0,,,False,muz,Stráský,242
99,csfr,medaile-za-zasluhy,Luboš Račanský,1992.0,3.0,,,False,muz,Stráský,243
52,csfr,medaile-za-zasluhy,Luděk Skácel,1992.0,2.0,,,False,muz,Stráský,244
70,csfr,medaile-za-zasluhy,Marie Kodetová,1992.0,2.0,,,False,zena,Stráský,245
74,csfr,medaile-za-zasluhy,Marie Zelená,1992.0,2.0,,,False,zena,Stráský,246
144,csfr,medaile-za-zasluhy,Marián Boleslavský,1992.0,3.0,,,False,muz,Stráský,247
81,csfr,medaile-za-zasluhy,Martin Štumpf,1992.0,2.0,,,False,muz,Stráský,248
146,csfr,medaile-za-zasluhy,Metoděj Krahulec,1992.0,3.0,,,False,muz,Stráský,249
92,csfr,medaile-za-zasluhy,Michal Hrad,1992.0,3.0,,,True,muz,Stráský,250
48,csfr,medaile-za-zasluhy,Michal Vass,1992.0,2.0,,,False,muz,Stráský,251
65,csfr,medaile-za-zasluhy,Milan Crhák,1992.0,2.0,,,False,muz,Stráský,252
126,csfr,medaile-za-zasluhy,Milan Haríň,1992.0,3.0,,,False,muz,Stráský,253
134,csfr,medaile-za-zasluhy,Milan Koš,1992.0,3.0,,,False,muz,Stráský,254
158,csfr,medaile-za-zasluhy,Milan Novák,1992.0,3.0,,,False,muz,Stráský,255
124,csfr,medaile-za-zasluhy,Milan Sikorai,1992.0,3.0,,,False,muz,Stráský,256
25,csfr,medaile-za-zasluhy,Milan Suchomel,1992.0,1.0,,,False,muz,Stráský,257
14,csfr,medaile-za-zasluhy,Milan Svoboda,1992.0,1.0,,,False,muz,Stráský,258
36,csfr,medaile-za-zasluhy,Miloslav Bauer,1992.0,2.0,,,False,muz,Stráský,259
141,csfr,medaile-za-zasluhy,Miloslav Kopečný,1992.0,3.0,,,False,muz,Stráský,260
149,csfr,medaile-za-zasluhy,Miloslav Muzikant,1992.0,3.0,,,False,muz,Stráský,261
12,csfr,medaile-za-zasluhy,Miloslav Šustr,1992.0,1.0,,,False,muz,Stráský,262
8,csfr,medaile-za-zasluhy,Miloš Kadlčák,1992.0,1.0,,,False,muz,Stráský,263
94,csfr,medaile-za-zasluhy,Miloš Kohout,1992.0,3.0,,,False,muz,Stráský,264
110,csfr,medaile-za-zasluhy,Miroslav Faltys,1992.0,3.0,,,False,muz,Stráský,265
123,csfr,medaile-za-zasluhy,Miroslav Hulej,1992.0,3.0,,,False,muz,Stráský,266
60,csfr,medaile-za-zasluhy,Miroslav Kolečányi,1992.0,2.0,,,False,muz,Stráský,267
31,csfr,medaile-za-zasluhy,Miroslav Kvašňák,1992.0,1.0,,,False,muz,Stráský,268
133,csfr,medaile-za-zasluhy,Miroslav Netušil,1992.0,3.0,,,False,muz,Stráský,269
